TransNo,TransDt,V_TYPE,V_NO,TransType,AccNo,V_DT,V_ENTDT,Amount,Acc_No,Narrionation,V_NAR1,V_NAR2,V_ENO,MEMBERNO,V_CHKNO,BNK_NAM,RECO_DT,LCODE,LDATE,LTIME,INWARD,PURPOSE,LOANCD,SUBOFF,CHQDRF,PCODE,PIN,SLNO,INST_DT,SLIP_DT,MTH,YR,ST_DATE,AppYesNo,AppDate,AppBy,TokenNo,Trans_Branch,Mon_No,Year_No,Dept,mysrno,PinNo,SerialNo,Print_YN,Print_Dt,Prev_Chq_No,ChequeOnName,FDRegSrNo,User_Dept,SendToNeft_Branch,SendToNeft_User_Branch,SendToNeft_User_DATE_Branch,SendToNeft_Bank,SendToNeft_User_Bank,SendToNeft_User_DATE_Bank
JV2301-009062,2023-02-15,7,10725,0,702617,2023-02-15,,10725,,FIXED DEPOSIT RECEIPT OLD FDR NO :-3000300NEW FDR NO.03001100,,,0,,,,,9000051,2023-02-15,,,,,,,,,,,,,,,1,2023-02-15,9000041,,1,,,,96454,,,,,,,483,11,,,,,,
JV2301-009063,2023-02-15,7,10725,0,702618,2023-02-15,,10725,,FIXED DEPOSIT RECEIPT OLD FDR NO :-3000323NEW FDR NO.03001101,,,0,,,,,9000051,2023-02-15,,,,,,,,,,,,,,,1,2023-02-15,9000041,,1,,,,96456,,,,,,,483,11,,,,,,
JV2301-009064,2023-02-15,7,10725,0,702619,2023-02-15,,10725,,FIXED DEPOSIT RECEIPT OLD FDR NO :-3000324NEW FDR NO.03001102,,,0,,,,,9000051,2023-02-15,,,,,,,,,,,,,,,1,2023-02-15,9000041,,1,,,,96458,,,,,,,483,11,,,,,,
JV2301-009065,2023-02-15,7,21450,0,702620,2023-02-15,,21450,,FIXED DEPOSIT RECEIPT OLD FDR NO :-3000325NEW FDR NO.03001103,,,0,,,,,9000051,2023-02-15,,,,,,,,,,,,,,,1,2023-02-15,9000041,,1,,,,96460,,,,,,,483,11,,,,,,
JV2301-009066,2023-02-15,7,107250,0,700750,2023-02-15,,107250,,FIXED DEPOSIT RECEIPT OLD FDR NO :-3000306NEW FDR NO.03001104,,,0,,,,,9000079,2023-02-15,,,,,,,,,,,,,,,1,2023-02-15,9000032,,5,,,,96471,,,,,,,464,11,,,,,,
JV2301-009067,2023-02-16,7,59920,0,702621,2023-02-16,,59920,,FIXED DEPOSIT RECEIPT OLD FDR NO :-1000606NEW FDR NO.01002227,,,0,,,,,9000051,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000041,,1,,,,96500,,,,,,,593,11,,,,,,
JV2301-009068,2023-02-16,7,1000000,0,703168,2023-02-16,,1000000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-080100718,,,52454,,,,,9000062,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000029,,8,,,,96503,,,,,,,,11,,,,,,
JV2301-009069,2023-02-16,7,800000,0,702622,2023-02-16,,800000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-010100363,,,32477,,,,,9000083,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000041,,1,,,,96509,,,,,,,,11,,,,,,
JV2301-009070,2023-02-16,7,731000,0,703169,2023-02-16,,731000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-080100719,,,51972,,,,,9000062,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000029,,8,,,,96511,,,,,,,,11,,,,,,
JV2301-009071,2023-02-16,7,300000,0,703170,2023-02-16,,300000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-080100720,,,62844,,,,,9000062,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000029,,8,,,,96513,,,,,,,,11,,,,,,
JV2301-009072,2023-02-16,7,1219000,0,703171,2023-02-16,,1219000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-080100721,,,37292,,,,,9000062,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000029,,8,,,,96516,,,,,,,,11,,,,,,
JV2301-009073,2023-02-16,7,400000,0,703172,2023-02-16,,400000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-080300477,,,74503,,,,,9000062,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000029,,8,,,,96519,,,,,,,,11,,,,,,
JV2301-009074,2023-02-16,7,400000,0,702623,2023-02-16,,400000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-010100364,,,46196,,,,,9000083,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000041,,1,,,,96521,,,,,,,,11,,,,,,
JV2301-009075,2023-02-16,7,150000,0,703173,2023-02-16,,150000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-080300478,,,62313,,,,,9000062,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000029,,8,,,,96523,,,,,,,,11,,,,,,
JV2301-009076,2023-02-16,7,400000,0,703174,2023-02-16,,400000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-080300479,,,40230,,,,,9000062,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000029,,8,,,,96526,,,,,,,,11,,,,,,
JV2301-009077,2023-02-16,7,400000,0,703175,2023-02-16,,400000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-080300480,,,53594,,,,,9000062,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000029,,8,,,,96530,,,,,,,,11,,,,,,
JV2301-009078,2023-02-16,7,352000,0,703176,2023-02-16,,352000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-080300481,,,59625,,,,,9000062,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000029,,8,,,,96534,,,,,,,,11,,,,,,
JV2301-009079,2023-02-16,7,400000,0,703177,2023-02-16,,400000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-080100722,,,74791,,,,,9000062,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000029,,8,,,,96538,,,,,,,,11,,,,,,
JV2301-009080,2023-02-16,7,400000,0,700755,2023-02-16,,400000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-020300247,,,34175,,,,,9000093,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000034,,2,,,,96544,,,,,,,,11,,,,,,
JV2301-009081,2023-02-16,7,800000,0,700756,2023-02-16,,800000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-020100410,,,61342,,,,,9000093,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000034,,2,,,,96547,,,,,,,,11,,,,,,
JV2301-009082,2023-02-16,7,100,,703178,2023-02-16,,100,,BEING THE SHARE RECEVIED EXCESS FROM HIS LOAN BOND NO -80100672 DTD 01/02/2023 NOW TRANSFER TO MSD .,,,59524,,,,,9000082,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000029,,8,,,,96549,,,,,,,,11,,,,,,
JV2301-009083,2023-02-16,7,800000,0,700757,2023-02-16,,800000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-020100411,,,55820,,,,,9000093,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000034,,2,,,,96551,,,,,,,,11,,,,,,
JV2301-009084,2023-02-16,7,1200000,0,700273,2023-02-16,,1200000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-090100181,,,61761,,,,,9000091,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000036,,9,,,,96557,,,,,,,,11,,,,,,
JV2301-009085,2023-02-16,7,1300000,0,700274,2023-02-16,,1300000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-090100182,,,35689,,,,,9000091,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000036,,9,,,,96564,,,,,,,,11,,,,,,
JV2301-009086,2023-02-16,7,400000,0,702624,2023-02-16,,400000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-010300251,,,50256,,,,,9000083,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000041,,1,,,,96566,,,,,,,,11,,,,,,
JV2301-009087,2023-02-16,7,100000,0,702625,2023-02-16,,100000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-010100365,,,60742,,,,,9000083,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000041,,1,,,,96569,,,,,,,,11,,,,,,
JV2301-009088,2023-02-16,7,400000,0,700275,2023-02-16,,400000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-090300088,,,44918,,,,,9000091,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000036,,9,,,,96571,,,,,,,,11,,,,,,
JV2301-009089,2023-02-16,7,93783,,703179,2023-02-16,,93783,,BEING THE AMOUNT OF MSD TRANSFER TO DUE TO MEM & ADJUSTED TO HIS SURETY MTL CH NO.07945 SUDHIR JAGDALE,,,53342,,,,,9000074,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000038,,8,,,,96576,,,,,,,,5,,,,,,
JV2301-009090,2023-02-16,7,200000,0,700542,2023-02-16,,200000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-030300183,,,59825,,,,,9000087,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000028,,3,,,,96581,,,,,,,,11,,,,,,
JV2301-009091,2023-02-16,7,53500,0,700758,2023-02-16,,53500,,FIXED DEPOSIT RECEIPT OLD FDR NO :-1000625NEW FDR NO.01002228,,,0,,,,,9000080,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000034,,2,,,,96582,,,,,,,344,11,,,,,,
JV2301-009092,2023-02-16,7,800000,,703180,2023-02-16,,800000,,BEING THE AMOUNT OF STAFF M.T.L PAID TO HIM.,,,62087,,,,,9000050,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000026,,8,,,,96584,,,,,,,,3,,,,,,
JV2301-009093,2023-02-16,7,83782,,703181,2023-02-16,,83782,,BEING THE AMOUNT OF MSD TRANSFER TO DUE TO MEM & ADJUSTED TO HIS SURETY MTL CH NO.07945 SUDHIR JAGDALE,,,57353,,,,,9000074,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000038,,8,,,,96585,,,,,,,,5,,,,,,
JV2301-009094,2023-02-16,7,177565,,703182,2023-02-16,,177565,,BEING THE AMOUNT OF DUE TO MEM ADJUSTED TO HIS MTL & MTL INT FROM HIS SURETY CH NO.109442 P G PAWAR; CH NO.7927 S D PATHAN,,,53031,,,,,9000138,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000038,,8,,,,96588,,,,,,,,5,,,,,,
JV2301-009095,2023-02-16,7,21400,0,700759,2023-02-16,,21400,,FIXED DEPOSIT RECEIPT OLD FDR NO :-1000626NEW FDR NO.01002229,,,0,,,,,9000080,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000034,,2,,,,96590,,,,,,,344,11,,,,,,
JV2301-009096,2023-02-16,7,21400,0,700760,2023-02-16,,21400,,FIXED DEPOSIT RECEIPT OLD FDR NO :-1000627NEW FDR NO.01002230,,,0,,,,,9000080,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000034,,2,,,,96597,,,,,,,344,11,,,,,,
JV2301-009097,2023-02-16,7,1176000,0,702626,2023-02-16,,1176000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-010100366,,,47928,,,,,9000077,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000041,,1,,,,96601,,,,,,,,11,,,,,,
JV2301-009098,2023-02-16,7,2100000,0,702627,2023-02-16,,2100000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-010100367,,,52146,,,,,9000077,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000041,,1,,,,96603,,,,,,,,11,,,,,,
JV2301-009099,2023-02-16,7,350000,0,700543,2023-02-16,,350000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-030100277,,,56918,,,,,9000087,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000028,,3,,,,96609,,,,,,,,11,,,,,,
JV2301-009100,2023-02-16,7,750000,0,700544,2023-02-16,,750000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-030100278,,,56786,,,,,9000087,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000028,,3,,,,96613,,,,,,,,11,,,,,,
JV2301-009101,2023-02-16,7,1200000,0,700471,2023-02-16,,1200000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-040100258,,,63732,,,,,9000068,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000035,,4,,,,96617,,,,,,,,11,,,,,,
JV2301-009102,2023-02-16,7,300000,0,700276,2023-02-16,,300000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-090100183,,,61704,,,,,9000091,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000036,,9,,,,96620,,,,,,,,11,,,,,,
JV2301-009103,2023-02-16,7,500000,0,702628,2023-02-16,,500000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-010100368,,,42288,,,,,9000077,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000041,,1,,,,96622,,,,,,,,11,,,,,,
JV2301-009104,2023-02-16,7,800000,0,700751,2023-02-16,,800000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-050100361,,,53273,,,,,9000079,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000032,,5,,,,96624,,,,,,,,11,,,,,,
JV2301-009105,2023-02-16,7,149000,0,702629,2023-02-16,,149000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-010300252,,,60382,,,,,9000077,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000041,,1,,,,96626,,,,,,,,11,,,,,,
JV2301-009106,2023-02-16,7,300000,0,703183,2023-02-16,,300000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-080100723,,,62422,,,,,9000062,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000029,,8,,,,96632,,,,,,,,11,,,,,,
JV2301-009107,2023-02-16,7,400000,0,703184,2023-02-16,,400000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-080100724,,,63900,,,,,9000062,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000029,,8,,,,96636,,,,,,,,11,,,,,,
JV2301-009108,2023-02-16,7,50000,0,703185,2023-02-16,,50000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-080100725,,,43288,,,,,9000062,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000029,,8,,,,96638,,,,,,,,11,,,,,,
JV2301-009109,2023-02-16,7,300000,0,703186,2023-02-16,,300000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-080300482,,,26192,,,,,9000062,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000029,,8,,,,96640,,,,,,,,11,,,,,,
JV2301-009110,2023-02-16,7,315000,0,703187,2023-02-16,,315000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-080300483,,,33580,,,,,9000062,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000029,,8,,,,96642,,,,,,,,11,,,,,,
JV2301-009111,2023-02-16,7,400000,0,703188,2023-02-16,,400000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-080300484,,,50005,,,,,9000062,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000029,,8,,,,96644,,,,,,,,11,,,,,,
JV2301-009112,2023-02-16,7,400000,0,700761,2023-02-16,,400000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-020300248,,,46350,,,,,9000093,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000034,,2,,,,96646,,,,,,,,11,,,,,,
JV2301-009113,2023-02-16,7,1200000,0,700495,2023-02-16,,1200000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-060100296,,,58225,,,,,9000078,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000031,,6,,,,96649,,,,,,,,11,,,,,,
JV2301-009114,2023-02-16,7,1100000,0,700496,2023-02-16,,1100000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-060100297,,,60520,,,,,9000078,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000031,,6,,,,96651,,,,,,,,11,,,,,,
JV2301-009115,2023-02-16,7,800000,0,700497,2023-02-16,,800000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-060100298,,,52979,,,,,9000078,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000031,,6,,,,96655,,,,,,,,11,,,,,,
JV2301-009116,2023-02-16,7,352000,0,700498,2023-02-16,,352000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-060300166,,,63516,,,,,9000078,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000031,,6,,,,96658,,,,,,,,11,,,,,,
JV2301-009117,2023-02-16,7,300000,0,700499,2023-02-16,,300000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-060300167,,,44839,,,,,9000078,2023-02-16,,,,,,,,,,,,,,,1,2023-02-16,9000031,,6,,,,96661,,,,,,,,11,,,,,,
JV2301-009118,2023-02-17,7,800000,0,700752,2023-02-17,,800000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-050100362,,,53492,,,,,9000079,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000032,,5,,,,96687,,,,,,,,11,,,,,,
JV2301-009119,2023-02-17,7,350000,0,700753,2023-02-17,,350000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-050100363,,,48645,,,,,9000079,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000032,,5,,,,96689,,,,,,,,11,,,,,,
JV2301-009120,2023-02-17,7,1500000,0,700545,2023-02-17,,1500000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-030100279,,,56442,,,,,9000073,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000028,,3,,,,96691,,,,,,,,11,,,,,,
JV2301-009121,2023-02-17,7,400000,0,700277,2023-02-17,,400000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-090300089,,,57057,,,,,9000075,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000036,,9,,,,96694,,,,,,,,11,,,,,,
JV2301-009122,2023-02-17,7,500000,0,700546,2023-02-17,,500000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-030100280,,,56843,,,,,9000073,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000028,,3,,,,96696,,,,,,,,11,,,,,,
JV2301-009123,2023-02-17,7,500000,0,700278,2023-02-17,,500000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-090100184,,,26138,,,,,9000075,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000036,,9,,,,96698,,,,,,,,11,,,,,,
JV2301-009124,2023-02-17,7,750000,0,702630,2023-02-17,,750000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-010100369,,,48212,,,,,9000077,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000041,,1,,,,96700,,,,,,,,11,,,,,,
JV2301-009125,2023-02-17,7,800000,0,702631,2023-02-17,,800000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-010100370,,,51189,,,,,9000083,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000041,,1,,,,96702,,,,,,,,11,,,,,,
JV2301-009126,2023-02-17,7,114490,0,702632,2023-02-17,,114490,,FIXED DEPOSIT RECEIPT OLD FDR NO :-1000661NEW FDR NO.01002231,,,0,,,,,9000051,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000041,,1,,,,96705,,,,,,,731,11,,,,,,
JV2301-009127,2023-02-17,7,114490,0,702633,2023-02-17,,114490,,FIXED DEPOSIT RECEIPT OLD FDR NO :-1000662NEW FDR NO.01002232,,,0,,,,,9000051,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000041,,1,,,,96707,,,,,,,731,11,,,,,,
JV2301-009128,2023-02-17,7,114490,0,702634,2023-02-17,,114490,,FIXED DEPOSIT RECEIPT OLD FDR NO :-1000663NEW FDR NO.01002233,,,0,,,,,9000051,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000041,,1,,,,96708,,,,,,,731,11,,,,,,
JV2301-009129,2023-02-17,7,400000,0,700500,2023-02-17,,400000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-060300168,,,74751,,,,,9000060,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000031,,6,,,,96710,,,,,,,,11,,,,,,
JV2301-009130,2023-02-17,7,800000,0,702635,2023-02-17,,800000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-010100371,,,31907,,,,,9000083,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000041,,1,,,,96712,,,,,,,,11,,,,,,
JV2301-009131,2023-02-17,7,117000,0,700501,2023-02-17,,117000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-060300169,,,32049,,,,,9000060,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000031,,6,,,,96716,,,,,,,,11,,,,,,
JV2301-009132,2023-02-17,7,53500,0,702636,2023-02-17,,53500,,FIXED DEPOSIT RECEIPT OLD FDR NO :-1000635NEW FDR NO.01002234,,,0,,,,,9000051,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000041,,1,,,,96720,,,,,,,1178,11,,,,,,
JV2301-009133,2023-02-17,7,300000,0,700472,2023-02-17,,300000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-040100259,,,61316,,,,,9000143,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000035,,4,,,,96723,,,,,,,,11,,,,,,
JV2301-009134,2023-02-17,7,160500,0,702637,2023-02-17,,160500,,FIXED DEPOSIT RECEIPT OLD FDR NO :-1000636NEW FDR NO.01002235,,,0,,,,,9000051,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000041,,1,,,,96725,,,,,,,1178,11,,,,,,
JV2301-009135,2023-02-17,7,800000,0,700502,2023-02-17,,800000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-060100299,,,63857,,,,,9000060,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000031,,6,,,,96726,,,,,,,,11,,,,,,
JV2301-009136,2023-02-17,7,53500,0,702638,2023-02-17,,53500,,FIXED DEPOSIT RECEIPT OLD FDR NO :-1000480NEW FDR NO.01002236,,,0,,,,,9000051,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000041,,1,,,,96729,,,,,,,1178,11,,,,,,
JV2301-009137,2023-02-17,7,400000,0,700473,2023-02-17,,400000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-040300151,,,62457,,,,,9000143,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000035,,4,,,,96731,,,,,,,,11,,,,,,
JV2301-009138,2023-02-17,7,107000,0,700503,2023-02-17,,107000,,FIXED DEPOSIT RECEIPT OLD FDR NO :-1000667NEW FDR NO.01002237,,,0,,,,,9000060,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000031,,6,,,,96736,,,,,,,221,11,,,,,,
JV2301-009139,2023-02-17,7,100000,0,700474,2023-02-17,,100000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-040100260,,,38534,,,,,9000143,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000035,,4,,,,96737,,,,,,,,11,,,,,,
JV2301-009140,2023-02-17,7,121312,,703189,2023-02-17,,121312,,BEING THE AMOUNT OF M.S.D RS.1;21;312/- TRANSFER TO DUE TO MEMBER AND ADJUSTED TO HIS BORROWER CH.112746 - AMOL SUTAR MID TERM LOAN & INTEREST ON MID TERM LOAN,,,62141,,,,,9000074,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000038,,8,,,,96746,,,,,,,,5,,,,,,
JV2301-009141,2023-02-17,7,1270000,,703190,2023-02-17,,1270000,,BEING THE AMOUNT OF STAFF MTL LOAN PAID TO HIM,,,45649,,,,,9000147,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000026,,8,,,,96747,,,,,,,,3,,,,,,
JV2301-009142,2023-02-17,7,121312,,703191,2023-02-17,,121312,,BEING THE AMOUNT OF DUE TO MEMBER 1;21;312/- ADJUSTED TO HIS MID TERM LOAN & INTEREST ON MID TERM LOAN FROM HIS SURETY CH.114741 - M.B.BANDE,,,62322,,,,,9000074,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000038,,8,,,,96749,,,,,,,,5,,,,,,
JV2301-009143,2023-02-17,7,800000,0,700475,2023-02-17,,800000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-040100261,,,59832,,,,,9000143,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000035,,4,,,,96750,,,,,,,,11,,,,,,
JV2301-009144,2023-02-17,7,204000,0,700504,2023-02-17,,204000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-060300170,,,53851,,,,,9000060,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000031,,6,,,,96759,,,,,,,,11,,,,,,
JV2301-009145,2023-02-17,7,1200000,0,702639,2023-02-17,,1200000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-010100372,,,46915,,,,,9000083,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000041,,1,,,,96770,,,,,,,,11,,,,,,
JV2301-009146,2023-02-17,7,26750,0,702640,2023-02-17,,26750,,FIXED DEPOSIT RECEIPT OLD FDR NO :-1000628NEW FDR NO.01002238,,,0,,,,,9000051,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000041,,1,,,,96772,,,,,,,504,11,,,,,,
JV2301-009147,2023-02-17,7,400000,0,700279,2023-02-17,,400000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-090300090,,,41994,,,,,9000075,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000036,,9,,,,96775,,,,,,,,11,,,,,,
JV2301-009148,2023-02-17,7,300000,0,700280,2023-02-17,,300000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-090300091,,,62838,,,,,9000075,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000036,,9,,,,96780,,,,,,,,11,,,,,,
JV2301-009149,2023-02-17,7,1500000,0,702641,2023-02-17,,1500000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-010100373,,,44226,,,,,9000077,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000041,,1,,,,96784,,,,,,,,11,,,,,,
JV2301-009150,2023-02-17,7,200000,0,700281,2023-02-17,,200000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-090300092,,,34476,,,,,9000075,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000036,,9,,,,96789,,,,,,,,11,,,,,,
JV2301-009151,2023-02-17,7,400000,0,700762,2023-02-17,,400000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-020100412,,,52433,,,,,9000093,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000034,,2,,,,96791,,,,,,,,11,,,,,,
JV2301-009152,2023-02-17,7,200000,0,700763,2023-02-17,,200000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-020100413,,,52517,,,,,9000093,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000034,,2,,,,96794,,,,,,,,11,,,,,,
JV2301-009153,2023-02-17,7,925000,0,702642,2023-02-17,,925000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-010100374,,,60131,,,,,9000083,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000041,,1,,,,96799,,,,,,,,11,,,,,,
