EntryNo,Pancard,Adharcard,OfficeId,VoterID,Driving,ElectricityBill,TeleBill,RationCard,Passport,Remarks
4007,1,1,1,-1,-1,-1,-1,-1,-1,
3636,1,1,1,-1,-1,-1,-1,-1,-1,
3642,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001083,1,1,-1,-1,1,-1,-1,-1,-1,
MEM1901-001154,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001160,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001162,1,1,-1,-1,-1,-1,-1,-1,-1,
4763,1,1,2,2,2,2,2,2,2,
MEM1801-000304,1,1,1,-1,-1,-1,-1,-1,-1,
7371,1,1,1,2,2,2,2,2,2,
MEM1901-001321,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001381,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001396,1,1,-1,-1,1,-1,-1,-1,-1,
8218,1,1,2,2,2,2,2,2,2,
MEM1901-001508,1,1,1,-1,-1,-1,-1,1,-1,
MEM2201-000066,1,1,1,2,2,2,2,2,2,
MEM2201-000088,1,1,-1,-1,-1,-1,-1,-1,-1,DONE
MEM2201-000090,1,1,1,-1,-1,-1,-1,-1,-1,DONE
MEM2201-000223,1,1,1,2,2,2,2,1,2,
MEM2201-000250,1,1,1,2,2,2,2,2,2,
MEM2301-000014,1,1,1,-1,-1,1,-1,-1,-1,
MEM2301-000064,1,1,1,-1,-1,1,-1,-1,-1,
MEM2301-000079,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000098,1,1,1,2,2,1,2,2,2,
MEM2301-000131,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000230,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000253,-1,-1,-1,-1,-1,-1,-1,-1,-1,
MEM2301-000258,1,1,1,-1,-1,1,-1,-1,1,
2164,1,1,1,-1,-1,-1,-1,-1,-1,
2175,1,1,1,-1,-1,-1,-1,-1,-1,
2186,1,1,1,-1,-1,-1,-1,-1,-1,
3715,1,1,1,-1,-1,-1,-1,-1,-1,
2187,1,-1,1,-1,-1,-1,-1,-1,-1,
2073,1,2,1,-1,-1,-1,-1,-1,-1,
2062,1,2,1,-1,-1,-1,-1,-1,-1,
2074,1,1,1,-1,-1,-1,-1,-1,-1,
2080,1,1,1,-1,-1,-1,-1,-1,-1,
3638,2,2,1,-1,-1,-1,-1,-1,-1,
1492,2,2,1,-1,-1,-1,-1,-1,-1,
4010,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001086,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001115,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001245,1,1,1,-1,-1,-1,-1,-1,-1,
8137,1,1,2,2,2,2,2,2,2,
MEM1901-001505,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001506,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2001-000042,1,1,2,2,2,2,2,2,2,
60029,1,-1,1,-1,-1,1,-1,-1,-1,
MEM2201-000072,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000098,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM2201-000100,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000161,1,1,1,-1,-1,-1,-1,1,-1,SALARY  SILP
MEM2201-000225,1,1,-1,2,2,1,-1,-1,-1,
MEM2201-000226,1,1,-1,2,-1,2,2,-1,-1,
MEM2301-000047,1,1,1,-1,-1,1,-1,1,-1,
MEM2301-000135,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000155,1,1,1,-1,-1,1,-1,-1,-1,
MEM2301-000185,1,1,1,-1,-1,1,-1,-1,-1,
MEM2301-000203,1,1,1,2,2,2,2,2,2,
MEM2301-000212,1,1,-1,-1,-1,1,-1,1,-1,
MEM2301-000215,1,2,1,-1,-1,1,-1,1,-1,
MEM2301-000241,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000266,1,1,1,2,2,1,2,2,2,
MEM2301-000273,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001114,1,1,-1,-1,-1,-1,-1,-1,-1,
2016,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1901-001294,1,1,2,2,2,2,2,2,2,
MEM1901-001298,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1901-001499,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001038,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1901-001520,1,1,-1,1,-1,-1,-1,-1,-1,
MEM1901-001521,1,1,-1,1,-1,-1,-1,-1,-1,
MEM2001-000007,1,1,1,2,2,2,2,2,2,
MEM2001-000063,1,1,-1,1,-1,-1,-1,-1,-1,
MEM2001-000062,1,1,1,-1,-1,1,-1,-1,-1,
MEM2001-000064,1,1,-1,1,-1,-1,-1,-1,-1,
MEM2001-000065,1,1,-1,1,-1,-1,-1,-1,-1,
MEM2201-000032,1,1,1,-1,-1,1,-1,-1,-1,
MEM2201-000082,1,1,1,-1,-1,1,-1,-1,-1,
MEM2201-000153,-1,1,1,-1,-1,1,-1,1,-1,
MEM2201-000270,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000049,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000082,1,1,1,2,2,2,2,2,2,
MEM2301-000150,1,1,1,-1,-1,1,1,-1,-1,
MEM2301-000195,1,1,1,2,2,1,2,2,2,
MEM2301-000206,1,1,1,2,2,2,2,2,2,
MEM2301-000352,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000148,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM2201-000154,-1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000155,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM2201-000177,1,1,1,2,2,1,2,1,2,
MEM2201-000209,1,1,1,2,2,1,2,2,2,
MEM2301-000035,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000039,1,1,1,2,2,2,2,2,2,
MEM2301-000042,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000162,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000169,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000171,1,1,1,-1,-1,1,-1,-1,-1,
MEM2301-000204,1,1,1,2,2,1,2,1,2,
MEM2301-000267,-1,-1,-1,-1,-1,-1,-1,-1,-1,
MEM2301-000270,1,1,1,2,2,2,2,2,2,
MEM2301-000356,-1,-1,-1,-1,-1,-1,-1,-1,-1,
MEM2301-000363,-1,-1,-1,-1,-1,-1,-1,-1,-1,
MEM2301-000192,1,1,1,2,2,2,2,2,2,
MEM2301-000236,1,1,1,-1,-1,1,-1,-1,-1,
MEM2301-000237,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000238,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000254,-1,-1,-1,-1,-1,-1,-1,-1,-1,
MEM2301-000265,1,1,1,2,2,2,2,2,2,
MEM2301-000275,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000276,1,1,1,2,2,2,2,2,2,
MEM2301-000278,1,1,1,2,2,2,2,2,-1,
MEM2301-000365,-1,-1,-1,-1,-1,-1,-1,-1,-1,
MEM2301-000240,1,1,1,-1,-1,1,-1,-1,-1,
MEM2301-000247,-1,-1,-1,-1,-1,-1,-1,-1,-1,
MEM2301-000255,-1,-1,-1,-1,-1,-1,-1,-1,-1,
MEM2301-000350,-1,-1,-1,-1,-1,-1,-1,-1,-1,
MEM2301-000367,1,1,1,2,2,1,2,2,2,
